Country,Indicator,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
Soviet Union (former),"Climate related disasters frequency, Number of Disasters: Storm",,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soviet Union (former),"Climate related disasters frequency, Number of Disasters: TOTAL",,2,2,3,3,2,,4,1,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soviet Union (former),"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,"Climate related disasters frequency, Number of Disasters: Drought",1,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Spain,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,1,,,,,,,,,,2,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,,,1
Spain,"Climate related disasters frequency, Number of Disasters: Flood",,,2,2,,,,1,,1,,,,,1,,1,1,,,2,,1,,1,,1,3,,,1,1,1,1,,2,1,,1,4,,2,
Spain,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,"Climate related disasters frequency, Number of Disasters: Storm",,,,,2,,,1,,2,2,,,,1,,,1,1,1,2,1,,,,,,1,,1,1,,,1,1,,,,1,3,1,1,
Spain,"Climate related disasters frequency, Number of Disasters: TOTAL",1,1,2,2,3,3,,2,,3,3,1,,,4,2,2,2,2,2,5,1,1,2,3,2,3,4,,2,2,1,2,2,1,2,1,2,4,8,1,3,2
Spain,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,1,2,,,,,,1,,,2,,,,1,,1,,,1,1,1,1,,,1,,,1,,,,,2,1,,,,1
Sri Lanka,"Climate related disasters frequency, Number of Disasters: Drought",1,1,1,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,,,1,,,
Sri Lanka,"Climate related disasters frequency, Number of Disasters: Flood",,1,2,1,4,,1,,,1,2,1,2,2,3,1,1,1,2,1,2,1,1,1,1,1,1,3,3,3,2,3,1,2,3,2,1,2,3,5,2,4,3
Sri Lanka,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Sri Lanka,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,1,,,,1,,,1,1,2
Sri Lanka,"Climate related disasters frequency, Number of Disasters: TOTAL",1,2,3,1,4,1,1,1,1,1,2,1,2,3,3,1,1,1,2,1,3,2,1,1,1,1,1,3,4,3,2,4,3,3,7,2,2,3,3,6,3,5,5
St. Kitts and Nevis,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,"Climate related disasters frequency, Number of Disasters: Storm",,,,,1,,,,,1,1,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,1,,,,,
St. Kitts and Nevis,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,1,,,1,,1,1,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,1,,,,,
St. Lucia,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
St. Lucia,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1
St. Lucia,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,"Climate related disasters frequency, Number of Disasters: Storm",1,,,1,,,1,1,1,,,,,,1,,,,,1,,,,,1,,,1,,,1,,,,,,1,,,,,1,
St. Lucia,"Climate related disasters frequency, Number of Disasters: TOTAL",1,,,1,,,1,1,1,,,,,,1,,1,,,1,,,,,1,,,1,,,3,,,1,,,1,,,,,1,1
St. Vincent and the Grenadines,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
St. Vincent and the Grenadines,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,
St. Vincent and the Grenadines,"Climate related disasters frequency, Number of Disasters: Storm",1,,,,,,,1,,,,,,,,,,,,1,,,1,,1,1,,,,,1,,,,,,1,,,,,1,
St. Vincent and the Grenadines,"Climate related disasters frequency, Number of Disasters: TOTAL",1,,,,,,1,2,,,,,1,,,,,,,1,,,1,,1,1,,,,,2,1,,1,,,2,,,,,1,
Sudan,"Climate related disasters frequency, Number of Disasters: Drought",1,,,1,,,,1,,,1,1,,,,,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,1
Sudan,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Sudan,"Climate related disasters frequency, Number of Disasters: Flood",,,,2,,,,,1,,,,,1,1,,3,1,1,4,,1,1,1,,2,3,1,,1,2,,1,1,1,1,1,1,3,2,1,1,1
Sudan,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,
Sudan,"Climate related disasters frequency, Number of Disasters: TOTAL",1,,,3,,,,1,1,,1,1,,1,1,,4,1,2,5,,1,2,1,,2,3,1,,1,2,2,1,1,1,3,1,1,3,2,1,2,2
Sudan,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1
Suriname,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1
Sweden,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Sweden,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Sweden,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,2,,,,,,,,,1,,,1,,,1,,,,,,,,1,,,,,,,1,,
Sweden,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,1,,,,,2,,,,,,,,,1,,,1,,,2,,,,,,,,1,,,,,1,,1,1,
Sweden,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Switzerland,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,2,,,,,,,,,,
Switzerland,"Climate related disasters frequency, Number of Disasters: Flood",,,,1,,,,1,,,,,,,,,,1,,1,,,,,,1,1,1,,,,,,,,,,,,,,1,
Switzerland,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,1,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,1,
Switzerland,"Climate related disasters frequency, Number of Disasters: Storm",,,1,2,1,1,2,1,,,4,,,3,1,,,,1,1,,,1,1,,,1,2,,1,1,1,,2,1,,,,1,1,1,1,
Switzerland,"Climate related disasters frequency, Number of Disasters: TOTAL",,,1,3,1,1,2,2,1,,4,,,3,1,,,1,1,3,1,1,3,2,,2,2,3,,1,2,1,2,2,1,,,,1,1,1,3,
Syrian Arab Rep.,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,
Syrian Arab Rep.,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,
Syrian Arab Rep.,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Syrian Arab Rep.,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,2,,,,,,,1
Syrian Arab Rep.,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,1,,1,,,,,,,2,,,,1,1,2,1
Syrian Arab Rep.,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Taiwan Province of China,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Taiwan Province of China,"Climate related disasters frequency, Number of Disasters: Flood",,,,,1,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,,1,,,,,1,,,,,
Taiwan Province of China,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan Province of China,"Climate related disasters frequency, Number of Disasters: Storm",,1,,1,,,2,1,,1,2,1,1,,5,,2,1,2,,2,5,2,1,5,4,2,2,5,1,2,,2,3,2,3,3,1,1,1,1,2,1
Taiwan Province of China,"Climate related disasters frequency, Number of Disasters: TOTAL",,1,,1,1,,3,1,,1,2,1,1,,5,,2,2,3,,2,5,2,1,5,5,3,2,5,1,2,,3,3,2,3,4,2,1,1,1,2,1
"Tajikistan, Rep. of","Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
"Tajikistan, Rep. of","Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,
"Tajikistan, Rep. of","Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,1,,1,,1,,2,1,,1,4,1,1,2,,2,,1,2,1,1,,2,2,1,1,1,1,1,1,
"Tajikistan, Rep. of","Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,1,1,,,,1,1,,,1,,2,,1,2,1,,,,,,,,1,,1,,,,1,
"Tajikistan, Rep. of","Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
"Tajikistan, Rep. of","Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,2,1,1,,1,1,3,2,1,3,4,3,1,3,2,3,2,1,2,1,2,1,2,3,1,2,1,1,1,2,
"Tanzania, United Rep. of","Climate related disasters frequency, Number of Disasters: Drought",,,,,1,,,,1,,1,,,,,,1,,,,,,,1,1,,1,,,,,1,,,,,,,,,,1,
"Tanzania, United Rep. of","Climate related disasters frequency, Number of Disasters: Flood",,,1,,,,1,,1,1,2,,,2,1,2,,2,2,,1,1,1,1,,1,2,,2,2,,3,1,,2,1,3,1,1,4,4,1,1
"Tanzania, United Rep. of","Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"Tanzania, United Rep. of","Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,,,,,,1,,,,1,,1,
"Tanzania, United Rep. of","Climate related disasters frequency, Number of Disasters: TOTAL",,,1,,1,,1,,2,1,3,,,2,2,2,1,3,2,,1,2,1,2,1,1,3,,4,3,,4,1,,2,2,3,1,1,5,4,3,1
"Tanzania, United Rep. of","Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,1,,1,,,,,,1,,,1,,,1,,,1,,1,1,1,,1,1,,,,1,,,
Thailand,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
Thailand,"Climate related disasters frequency, Number of Disasters: Flood",1,,,1,2,1,1,1,1,,,2,,3,3,1,1,1,,6,4,5,2,3,3,2,3,5,3,1,1,2,1,3,4,,3,4,,1,3,5,9
Thailand,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Thailand,"Climate related disasters frequency, Number of Disasters: Storm",,2,,,,,,,,1,1,1,4,2,3,1,1,2,,,1,1,2,1,2,2,,,2,,,1,,,1,1,,2,,1,4,1,2
Thailand,"Climate related disasters frequency, Number of Disasters: TOTAL",1,2,,1,2,1,1,1,1,1,1,4,4,6,7,2,2,3,,7,5,6,6,4,6,6,3,5,6,1,2,4,2,3,7,2,4,6,,3,7,6,11
Thailand,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Timor-Leste, Dem. Rep. of","Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,
"Timor-Leste, Dem. Rep. of","Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,1,,2,,,,2,,,,,,,,,,,,,1,,
"Timor-Leste, Dem. Rep. of","Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,
"Timor-Leste, Dem. Rep. of","Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,1,,2,,,1,3,,,,,,,,,1,,,,1,1,
Togo,"Climate related disasters frequency, Number of Disasters: Drought",1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,1,2,,,1,1,,,,,,,1,1,1,1,2,,,,,,,1,,,1,,1
Togo,"Climate related disasters frequency, Number of Disasters: TOTAL",1,,,,,,,,,1,,,,,1,2,,,1,1,,,,,,,1,1,1,1,2,,,,,,,1,,,1,,1
Tokelau,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Tokelau,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Tonga,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Tonga,"Climate related disasters frequency, Number of Disasters: Storm",,,2,,,,,,,,1,,,,,,,1,2,,,1,,,1,,,,,,,1,,,1,,3,,1,,1,,
Tonga,"Climate related disasters frequency, Number of Disasters: TOTAL",,,2,,,,,,,,1,,,,,,,1,2,,,1,,,1,,,,,,,1,,,1,1,3,,1,,1,,
Trinidad and Tobago,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Trinidad and Tobago,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1
Trinidad and Tobago,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Trinidad and Tobago,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,1,,,1,,,1,,,,,,,,2,1,,,,,1,,,,,,,,1,,,,1
Tunisia,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,"Climate related disasters frequency, Number of Disasters: Flood",,,1,,,,1,,,,1,,,,,,,,,,,,,2,,,,2,,1,,,,,,,,,2,,1,1,1
Tunisia,"Climate related disasters frequency, Number of Disasters: TOTAL",,,1,,,,1,,1,,1,,,,,,,,,,,,,2,,,,2,,1,,,,,,,,1,2,,1,2,1
Tunisia,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
"Türkiye, Rep. of","Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,1,,,,,,,1,,,,,,1,1,,,1,1,,1,,,,,,,,,,,,,,,
"Türkiye, Rep. of","Climate related disasters frequency, Number of Disasters: Flood",1,1,,,1,,,,1,,2,1,,,,2,,,3,,1,3,1,1,3,2,2,3,,2,,1,1,,,2,,,,3,3,2,3
"Türkiye, Rep. of","Climate related disasters frequency, Number of Disasters: Landslide",1,,,,,,,,1,,,,,1,,1,,,,,,1,,,,1,,,,2,1,,,1,,,,,1,,1,,
"Türkiye, Rep. of","Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,1,,,1,,,,,,,,1,,3,1,,,,,,,,,,,,1,,,1,,
"Türkiye, Rep. of","Climate related disasters frequency, Number of Disasters: TOTAL",2,1,,,1,1,,1,2,,2,2,,1,2,3,1,,3,,4,5,2,1,7,5,2,4,1,4,1,1,1,1,,2,,1,1,3,5,3,3
"Türkiye, Rep. of","Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,1,,,,,,,,,,,1,,,,2,,,,,,,,1,,,,,,,,,,,,,1,
Turkmenistan,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,3,,,,,,,,,1,,,,,
Turks and Caicos Islands,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,3,,,,,,,,,1,,,,,
Tuvalu,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
Tuvalu,"Climate related disasters frequency, Number of Disasters: Storm",,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,
Tuvalu,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,1,
Uganda,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,1,,,,,,,,,,,1,1,,,1,,,1,,,1,,1,,,,,,,,,,,,1
Uganda,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,1,1,,,2,2,2,2,,2,2,1,,,1,1,1,,,1,1,,5,5,3,3
Uganda,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,1,,,,1,,1,3,,,1
Uganda,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,1,,,,,,,,,1,,
Uganda,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,1,,,,,,,,,,2,2,1,2,3,4,2,2,1,2,2,2,,2,2,2,1,,,2,1,1,8,6,3,5
Ukraine,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Ukraine,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,1,,,2,,,,1,1,,,,,
Ukraine,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,2,,1,1,1,1,,,1,,1,,1,2,,1,,1,,,1,,,1,,,,1,,
Ukraine,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,1,,,,,1,,,3,,,,,,,2,,,,,,,,,,,1,,,1,
Ukraine,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,1,2,,1,1,2,1,,4,1,,1,,2,2,2,2,1,1,,3,1,,,2,1,1,,3,1,
Ukraine,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
United Arab Emirates,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
United Arab Emirates,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
United Kingdom,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
United Kingdom,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,1,,,,,,1,,,,,,1,,2,,,,1,1,,,1,,,,,1,2,1,,1
United Kingdom,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,2,2,,,2,1,1,3,2,3,,1,,,3,2,1,,,5,1,1,1,,1,,1,1,,
United Kingdom,"Climate related disasters frequency, Number of Disasters: Storm",,1,,1,1,,1,1,,1,7,1,,,,1,1,,3,2,3,,2,,,2,,1,1,1,1,,,3,1,1,,,1,,1,1,3
United Kingdom,"Climate related disasters frequency, Number of Disasters: TOTAL",,1,,1,1,,1,1,,1,7,2,,2,2,1,1,3,4,3,6,2,5,1,1,4,,4,3,3,2,,5,5,2,2,,1,2,3,3,1,5
United States,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,1,,,2,,,,,,,,1,2,,1,,,,,1,,,,1,2,,1,1,,1,1,,1,1,1
United States,"Climate related disasters frequency, Number of Disasters: Extreme temperature",1,,,1,,,1,1,,1,2,,,1,,2,,,1,1,1,1,1,,1,1,2,,1,1,,1,1,1,1,,,,,,,1,
United States,"Climate related disasters frequency, Number of Disasters: Flood",3,1,2,2,3,5,3,,3,,4,14,,6,1,5,4,8,7,1,8,5,4,4,4,6,11,6,4,4,3,4,1,7,2,5,6,3,3,4,2,12,3
United States,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,
United States,"Climate related disasters frequency, Number of Disasters: Storm",3,3,11,6,11,10,2,8,18,16,15,17,27,20,9,10,9,23,20,16,12,17,15,14,12,8,12,13,14,10,12,14,19,15,13,19,16,17,11,14,19,23,17
United States,"Climate related disasters frequency, Number of Disasters: TOTAL",7,4,13,9,14,15,6,9,22,17,21,35,29,28,14,17,14,33,32,22,30,26,29,22,20,16,28,23,21,17,15,23,25,28,19,29,26,24,19,20,23,43,25
United States,"Climate related disasters frequency, Number of Disasters: Wildfire",,,,,,,,,,,,2,2,1,3,,1,2,4,3,7,3,8,3,3,1,3,3,2,2,,3,2,5,1,4,4,3,3,2,1,6,4
United States Virgin Islands,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,1,,,,,,2,,,1,1,,,,,1,,,,,,,,,,,,,2,,,,,
United States Virgin Islands,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,1,,,,,,2,,,1,1,,,,,1,,,,,,,,,,,,,2,,,,,
Uruguay,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,
Uruguay,"Climate related disasters frequency, Number of Disasters: Extreme temperature",,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,,,,,,,,,
Uruguay,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,1,,,,,1,1,,,,,,1,,1,1,1,1,,,,2,,1,,,,,,3,1,1,,3,1,,1
Uruguay,"Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,,,,,,1,,,,1,,1,1,,1,,,1,,,,,,,,,,,,,,,1,,
Uruguay,"Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,1,,,,,1,1,1,,,,1,1,2,3,1,2,1,1,1,,3,,1,1,,,,,3,1,1,1,3,2,,1
"Uzbekistan, Rep. of","Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"Uzbekistan, Rep. of","Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1
"Uzbekistan, Rep. of","Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
"Uzbekistan, Rep. of","Climate related disasters frequency, Number of Disasters: TOTAL",,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,1,1,1
Vanuatu,"Climate related disasters frequency, Number of Disasters: Flood",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
Vanuatu,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,"Climate related disasters frequency, Number of Disasters: Storm",,2,,,,1,,1,2,,,,2,1,,,,,1,1,,2,,,1,,,,,,,2,,,1,1,,1,,,1,,
Vanuatu,"Climate related disasters frequency, Number of Disasters: TOTAL",,2,,,,1,,1,3,,,,2,1,,,,,1,1,,2,1,,1,,,,,1,,2,,,1,1,,1,,,1,,
"Venezuela, Rep. Bolivariana de","Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
"Venezuela, Rep. Bolivariana de","Climate related disasters frequency, Number of Disasters: Flood",,,,,,1,,1,2,,,,,,1,,2,1,,3,2,,1,2,1,4,1,,1,,1,3,1,,,1,1,,2,1,1,2,5
"Venezuela, Rep. Bolivariana de","Climate related disasters frequency, Number of Disasters: Landslide",,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Venezuela, Rep. Bolivariana de","Climate related disasters frequency, Number of Disasters: Storm",,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1
"Venezuela, Rep. Bolivariana de","Climate related disasters frequency, Number of Disasters: TOTAL",,1,,,,1,,2,3,,,,,1,2,,2,1,,3,2,,1,2,2,4,1,,1,1,2,3,1,,,1,1,,2,1,1,2,8
Vietnam,"Climate related disasters frequency, Number of Disasters: Drought",,,,,,,,1,,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,1,,,,1,,,
Vietnam,"Climate related disasters frequency, Number of Disasters: Flood",1,,,,1,1,1,,,,1,3,2,1,1,1,2,,1,3,2,4,3,3,3,5,5,5,5,2,4,3,1,6,,2,4,5,3,5,1,3,5
Vietnam,"Climate related disasters frequency, Number of Disasters: Landslide",,,,,,,,,,,,,1,,1,,,,,,2,,,,1,,,,,1,,,,,,,,,,,,,
